Frame,Timestamp,Rep Duration,Left Shoulder X,Left Shoulder Y,Left Elbow X,Left Elbow Y,Left Wrist X,Left Wrist Y,Right Shoulder X,Right Shoulder Y,Right Elbow X,Right Elbow Y,Right Wrist X,Right Wrist Y,Left Elbow Angle,Right Elbow Angle,Left Shoulder Angle,Right Shoulder Angle,Torso Angle,Left Angular Velocity,Right Angular Velocity,Left Wrist Velocity,Right Wrist Velocity,Left Elbow Velocity,Right Elbow Velocity,Left Elbow Drift,Right Elbow Drift,Rep Tempo,Rep Min Angle,Rep Max Angle,Rep ROM
449,24.00084114074707,0.0,0.5879759788513184,0.4340739846229553,0.6274093985557556,0.673038125038147,0.6669376492500305,0.5634868144989014,0.35449057817459106,0.43905794620513916,0.32878950238227844,0.69792240858078,0.32650965452194214,0.6118181943893433,29.21083036076437,7.186677797938399,12.432689136247037,12.440247534077571,175.93117149726896,-249.96884046859046,42.96566718361982,0.5740765640057205,0.6270875222831321,0.1505788260200844,0.36446384504414436,0.0072594268922494005,0.017570854468032443,1.2505080699920654,10.54838421227096,172.97038395568956,162.4219997434186
450,24.04984211921692,0.04900097846984863,0.5875374674797058,0.43410685658454895,0.6245296597480774,0.675506591796875,0.6607484817504883,0.5603734254837036,0.35448330640792847,0.4391114115715027,0.33346110582351685,0.7033096551895142,0.32670000195503235,0.6062195897102356,26.174891677006205,8.532929056741944,11.733373505219355,11.363113307673883,175.85316477320882,-61.956695122450334,27.473966864394804,0.14138758512197827,0.1143209735539499,0.0774049354641778,0.14552075715196372,0.003792917576140199,0.007130659488119446,1.2505080699920654,10.54838421227096,172.97038395568956,162.4219997434186
451,24.091837882995605,0.09099674224853516,0.5874148011207581,0.43411460518836975,0.6262184381484985,0.6812465786933899,0.6609330177307129,0.5181105732917786,0.3546845316886902,0.4391722083091736,0.33335521817207336,0.7203246355056763,0.3237004578113556,0.5758059024810791,20.936576627321543,8.160409044216799,11.925994314086603,11.13113269846293,175.87634857373237,-124.73436790648834,-8.870418799579127,1.0063694826579728,0.7277220669042107,0.1424729850327673,0.40516728979470534,0.005983261824280437,0.01701530979306907,1.2505080699920654,10.54838421227096,172.97038395568956,162.4219997434186
452,24.13883352279663,0.13799238204956055,0.5872181057929993,0.4341595470905304,0.6279581785202026,0.6817904710769653,0.659429669380188,0.49043217301368713,0.3538902699947357,0.43975386023521423,0.33203452825546265,0.720667839050293,0.3235282301902771,0.5607796907424927,18.682040711747028,7.494132520541431,12.391747032693752,11.289443596259613,176.0838730324879,-47.97329975972203,-14.177411489583134,0.589824873201624,0.3197572964245748,0.03878608460169952,0.029035780171188075,0.001822776861233568,0.00136455506626691,1.2505080699920654,10.54838421227096,172.97038395568956,162.4219997434186
453,24.18383502960205,0.18299388885498047,0.5869542956352234,0.4341564178466797,0.6287059187889099,0.6818649172782898,0.6582413911819458,0.48605307936668396,0.35319119691848755,0.4401117265224457,0.3313141465187073,0.7206430435180664,0.32336729764938354,0.5561926364898682,18.14496519302657,7.225739570422933,12.615038631800155,11.340026740397999,176.18334480942366,-11.934611901834627,-5.96408807551691,0.10082887966466228,0.10199383964383707,0.016698043555087725,0.016017426806229425,0.0007514371206814785,0.0007208083414258489,1.2505080699920654,10.54838421227096,172.97038395568956,162.4219997434186
454,24.236833810806274,0.2359926700592041,0.5867860913276672,0.43419668078422546,0.6284922361373901,0.6822548508644104,0.6470407247543335,0.48466789722442627,0.3528231680393219,0.4401278495788574,0.3306371867656708,0.7202392816543579,0.32336872816085815,0.5054126977920532,14.906835976409937,6.466418645284624,12.619627861541252,11.350761215834208,176.0953777147281,-61.09818269478579,-14.327139377269232,0.21294817785132228,0.958134084674337,0.008389706404775741,0.014872505827662287,0.00044464421411438313,0.0007882246823188144,1.2505080699920654,10.54838421227096,172.97038395568956,162.4219997434186
455,24.278836250305176,0.27799510955810547,0.5866312980651855,0.4342024028301239,0.6283047795295715,0.682388424873352,0.6434032917022705,0.4841899871826172,0.35257381200790405,0.4401102662086487,0.33017152547836304,0.7199405431747437,0.3233807682991028,0.49467313289642334,13.888055671689406,6.303825298794424,12.626102354932662,11.37156602896301,176.0291498687169,-24.25526509590422,-3.8710453114146657,0.08734478890050155,0.2556892355029739,0.005480114612482833,0.013171844326100909,0.0002301781824578555,0.0005532495943960006,1.2505080699920654,10.54838421227096,172.97038395568956,162.4219997434186
456,24.327836513519287,0.3269953727722168,0.5859320163726807,0.43420737981796265,0.6271024346351624,0.6854283809661865,0.6358557343482971,0.4727432429790497,0.34884151816368103,0.4395240843296051,0.3280238211154938,0.7196067571640015,0.32296717166900635,0.48302632570266724,11.663717764281452,5.475253996628983,12.265991291855498,11.36632438233739,176.1412911048887,-45.39440732570143,-16.909527578350325,0.27981635197815136,0.23783849008752264,0.0667158167075465,0.04435664581525251,0.003269092579214185,0.0021734873202424827,1.2505080699920654,10.54838421227096,172.97038395568956,162.4219997434186
457,24.374836683273315,0.3739955425262451,0.5854113698005676,0.43427032232284546,0.6263929605484009,0.6871299147605896,0.6346760392189026,0.4690662622451782,0.34698358178138733,0.4393971562385559,0.32742568850517273,0.7193594574928284,0.3229788839817047,0.48033392429351807,11.381338024868391,5.061936331767272,12.071419676743655,11.240379762576238,176.24928248159404,-6.008057862149717,-8.793961107476356,0.08216116668243295,0.05728547148226665,0.039223715488968774,0.013771016216890216,0.0018435212863652424,0.000647240099879317,1.2505080699920654,10.54838421227096,172.97038395568956,162.4219997434186
458,24.41884136199951,0.4180002212524414,0.5850449800491333,0.43411242961883545,0.626157820224762,0.688690721988678,0.6330392956733704,0.46966296434402466,0.34633028507232666,0.43940630555152893,0.328124076128006,0.7204686999320984,0.32395046949386597,0.48930782079696655,10.97325771355754,4.740598282415632,11.921596244015205,10.956569237935287,176.48806882304405,-9.273566428015252,-7.302360990999469,0.03958943142302247,0.20512225797978112,0.035869371105866965,0.02978745921265921,0.001578420151624384,0.0013107875727227443,1.2505080699920654,10.54838421227096,172.97038395568956,162.4219997434186
